serial_no,video_id,text,clean_text,entities,keywords,sentiment_score,sentiment
1157,V0wtNI-rzSg,I think in landscape mode the screen covers driver's left front a/c vent.,I think in landscape mode the screen covers driver's left front a/c vent.,[],"['landscape mode', 'left', 'driver', 'mode', 'landscape']",0.0,Neutral
1158,V0wtNI-rzSg,Love seeing the Chinese bot accounts in the comment section 😂,Love seeing the Chinese bot accounts in the comment section 😂,['Chinese'],"['comment section', 'section', 'comment', 'seeing', 'love']",0.7964,Positive
1159,V0wtNI-rzSg,"Most BYDs do this, not only the Seal....","Most BYDs do this, not only the Seal....",['Seal'],"['byds', 'seal']",0.0,Neutral
1160,V0wtNI-rzSg,The interior looks awful.,The interior looks awful.,[],"['interior looks', 'awful', 'interior', 'looks']",-0.4588,Negative
1161,V0wtNI-rzSg,Wow… Nobody has missed it…,Wow… Nobody has missed it…,[],"['missed', 'wow']",-0.296,Negative
1162,V0wtNI-rzSg,wish the screen would also move slightly lower in portait. sits a bit to high for my liking. but cool feature nonetheless,wish the screen would also move slightly lower in portait. sits a bit to high for my liking. but cool feature nonetheless,[],"['cool feature', 'slightly', 'lower', 'bit', 'high']",0.6365,Positive
1163,V0wtNI-rzSg,Shame on you richkid,Shame on you richkid,[],['shame'],-0.4767,Negative
1164,V0wtNI-rzSg,Elon left the Chatroom 😂😂,Elon left the Chatroom 😂😂,[],"['elon', 'left']",0.7003,Positive
1165,V0wtNI-rzSg,In novative? That is a unique and innovative pronunciation,In novative? That is a unique and innovative pronunciation,[],"['pronunciation', 'unique', 'innovative']",0.4404,Positive
1166,V0wtNI-rzSg,This is perfect to compete with  Tesla shit cars !,This is perfect to compete with Tesla shit cars !,['Tesla'],"['compete tesla', 'compete', 'perfect', 'shit', 'tesla']",0.1007,Positive
1167,V0wtNI-rzSg,"Sorry, did he say £50 grand?
😂","Sorry, did he say £50 grand? 😂",[],"['grand', 'sorry', '50', 'say', 'did']",0.6808,Positive
1168,V0wtNI-rzSg,So busy messing around with the screen he is going to crash ( if the garage doesn't burn down first),So busy messing around with the screen he is going to crash ( if the garage doesn't burn down first),[],"['crash', 'burn', 'garage', 'doesn', 'going']",-0.4019,Negative
1169,V0wtNI-rzSg,Tru Tesla killer,Tru Tesla killer,['Tru Tesla'],"['tesla killer', 'killer', 'tesla']",-0.6486,Negative
1170,V0wtNI-rzSg,"I wish we could buy BYD cars int he US, truly affordable EVs","I wish we could buy BYD cars int he US, truly affordable EVs",['BYD'],"['buy byd', 'affordable', 'evs', 'byd cars', 'wish']",0.6808,Positive
1171,V0wtNI-rzSg,Really beautiful car.,Really beautiful car.,[],"['beautiful', 'really', 'car']",0.6361,Positive
1172,V0wtNI-rzSg,In-nov-a-tiv? You mean innovative you melt,In-nov-a-tiv? You mean innovative you melt,[],"['mean innovative', 'nov tiv', 'nov', 'mean', 'tiv']",0.4404,Positive
1173,V0wtNI-rzSg,Yes that is perfect. So I don‘t have to see the road anymore. I wonder what for. It’s so much more fun to star at a big screen than to watch the road. 😂,Yes that is perfect. So I don‘t have to see the road anymore. I wonder what for. It’s so much more fun to star at a big screen than to watch the road. 😂,[],"['road', 'big screen', 'perfect', 'anymore', 'wonder']",0.921,Positive
1174,V0wtNI-rzSg,And not on garage to fix it,And not on garage to fix it,[],"['fix', 'garage']",0.0,Neutral
1175,V0wtNI-rzSg,"What people see in these EV toys.. This is not a car, it's android/apple phone on wheels..","What people see in these EV toys.. This is not a car, it's android/apple phone on wheels..",[],"['android apple', 'wheels', 'phone', 'apple', 'android']",0.0,Neutral
1176,V0wtNI-rzSg,I really don't like those tablets that look glued to the dashboards. The main reason thee Geely Manjaro is still my fav car,I really don't like those tablets that look glued to the dashboards. The main reason thee Geely Manjaro is still my fav car,['Geely Manjaro'],"['glued', 'main reason', 'main', 'tablets', 'don like']",0.156,Positive
1177,V0wtNI-rzSg,"oh great, another thing that will break","oh great, another thing that will break",[],"['thing break', 'oh', 'break', 'thing', 'great']",0.6249,Positive
1178,V0wtNI-rzSg,Vauuuu incredible a rotating screen 😂 ma va cagher,Vauuuu incredible a rotating screen 😂 ma va cagher,['ma va'],"['va', 'incredible', 'rotating screen', 'rotating', 'screen']",0.4404,Positive
1179,V0wtNI-rzSg,I thought UK does have km/h?,I thought UK does have km/h?,['km/h'],"['km', 'thought', 'uk', 'does']",0.0,Neutral
1180,V0wtNI-rzSg,Are we driving the car or wathing movies?,Are we driving the car or wathing movies?,[],"['movies', 'driving', 'car']",0.0,Neutral
1181,V0wtNI-rzSg,"Why do you need a screen in a car whatsoever? I don't need all of this bullshit in a car. I'm not american,  just don't need all unnecessary shit in a car simply.","Why do you need a screen in a car whatsoever? I don't need all of this bullshit in a car. I'm not american, just don't need all unnecessary shit in a car simply.",['american'],"['need', 'don need', 'don', 'car', 'just don']",-0.8442,Negative
1182,V0wtNI-rzSg,Now look at what slave labour was used in the production of this car and its components. That side would be innovative before the transatlantic slave trade.,Now look at what slave labour was used in the production of this car and its components. That side would be innovative before the transatlantic slave trade.,[],"['slave', 'trade', 'production', 'components', 'slave labour']",0.4404,Positive
1183,V0wtNI-rzSg,"Realizing that all of the technology are stolen from Western technology….😂😂😂
From Tesla and BMW",Realizing that all of the technology are stolen from Western technology….😂😂😂 From Tesla and BMW,"['Western', 'Tesla', 'BMW']","['technology', 'stolen', 'western', 'bmw', 'tesla']",0.6705,Positive
1184,V0wtNI-rzSg,Good luck 😂😅😂,Good luck 😂😅😂,[],"['luck', 'good luck', 'good']",0.9217,Positive
1185,V0wtNI-rzSg,Bad thing then.. it is made in CCP China,Bad thing then.. it is made in CCP China,['CCP China'],"['bad', 'ccp', 'thing', 'china']",-0.5423,Negative
1186,V0wtNI-rzSg,Watch all of this won't last past 50km,Watch all of this won't last past 50km,[],"['past', 'won', 'watch']",0.0,Neutral
1187,V0wtNI-rzSg,Crazy rich schmee drove byd for daily drive !! We're not so different you and i 😂😂,Crazy rich schmee drove byd for daily drive !! We're not so different you and i 😂😂,[],"['rich', 'schmee', 'drove', 'crazy', 'different']",0.8217,Positive
1188,V0wtNI-rzSg,I think they stole that from the Fiskar Ocean,I think they stole that from the Fiskar Ocean,['the Fiskar Ocean'],"['fiskar', 'fiskar ocean', 'think', 'ocean']",0.0,Neutral
1189,V0wtNI-rzSg,"Just bout the only relevant bit of information I got from that shit for brains is the range.
Fuck me, we do live in the Idiocracy","Just bout the only relevant bit of information I got from that shit for brains is the range. Fuck me, we do live in the Idiocracy",['Idiocracy'],"['fuck', 'information', 'live', 'bit', 'range']",-0.7964,Negative
1190,V0wtNI-rzSg,Wait until he finds out they can almost drive themselves 😊,Wait until he finds out they can almost drive themselves 😊,[],"['wait', 'drive']",0.6943,Positive
1191,V0wtNI-rzSg,"they look like cheap plastic garbage up close , like most chinese junk it wont last long","they look like cheap plastic garbage up close , like most chinese junk it wont last long",['chinese'],"['like chinese', 'chinese junk', 'close', 'like cheap', 'like']",0.6124,Positive
1192,V0wtNI-rzSg,Still a piece of trash.,Still a piece of trash.,[],"['piece', 'trash']",0.0,Neutral
1193,V0wtNI-rzSg,Those massive displays in cars look like shit. Why would anyone want that? Its more than enough to have a smaller one,Those massive displays in cars look like shit. Why would anyone want that? Its more than enough to have a smaller one,[],"['like shit', 'cars look', 'massive', 'smaller', 'look like']",-0.2023,Negative
1194,V0wtNI-rzSg,"Its a chinese product regardless of performance, chinese products always break for no reason","Its a chinese product regardless of performance, chinese products always break for no reason",['chinese'],"['chinese product', 'chinese', 'chinese products', 'performance', 'product']",-0.296,Negative
1195,V0wtNI-rzSg,It’s heinous inside,It’s heinous inside,[],['inside'],0.0,Neutral
1196,V0wtNI-rzSg,I only wish I was born in China. Top-notch Chinese technology and affordable.,I only wish I was born in China. Top-notch Chinese technology and affordable.,"['China', 'Chinese']","['affordable', 'notch', 'technology', 'wish', 'china']",0.4019,Positive
1197,V0wtNI-rzSg,Overengineered to the hilt. It's a car.,Overengineered to the hilt. It's a car.,[],['car'],0.0,Neutral
1198,V0wtNI-rzSg,In-ov-ative? Do you not mean ino-vat-ive? 😂,In-ov-ative? Do you not mean ino-vat-ive? 😂,[],"['ive', 'ov ative', 'ative', 'ov', 'mean']",0.504,Positive
1199,V0wtNI-rzSg,Huh!? Isn’t a rotating screen old news?,Huh!? Isn’t a rotating screen old news?,[],"['old news', 'news', 'isn', 'old', 'rotating screen']",0.0,Neutral
1200,V0wtNI-rzSg,Wow! A special button that you'll press at most once. What's the point of changing the orientation once you've chosen the one you prefer?,Wow! A special button that you'll press at most once. What's the point of changing the orientation once you've chosen the one you prefer?,[],"['button ll', 'orientation', 'press', 'point', 'button']",0.7777,Positive
1201,V0wtNI-rzSg,"Why would Americans hate?   i don't understand, i guees I'm not in the loop","Why would Americans hate? i don't understand, i guees I'm not in the loop",['Americans'],"['don understand', 'understand', 'americans', 'hate', 'don']",-0.5719,Negative
1202,V0wtNI-rzSg,Thats the most important feature anybody looks for when buying a car...,Thats the most important feature anybody looks for when buying a car...,[],"['buying car', 'thats', 'important', 'buying', 'feature']",0.2716,Positive
1203,V0wtNI-rzSg,didnt the fisker ocean have a rotating display,didnt the fisker ocean have a rotating display,[],"['didnt', 'ocean rotating', 'display', 'fisker ocean', 'ocean']",0.0,Neutral
1204,V0wtNI-rzSg,It's there in MG also,It's there in MG also,[],[],0.0,Neutral
1205,V0wtNI-rzSg,American auto makers would charge you $30 a month subscription fee to use that feature 10 times in a month. $50 a month unlimited.,American auto makers would charge you $30 a month subscription fee to use that feature 10 times in a month. $50 a month unlimited.,['American'],"['month', 'makers', 'times', '30', '50']",0.0,Neutral
1206,V0wtNI-rzSg,"don’t get me wrong the car is cool, but what a useless gimmick😭 how often are you rotating your screen of ever to where it needs to take up space on the wheel or as a quick function button it’s just extra weight and moving parts that are completely unnecessary and an excuse to add $5k to the price","don’t get me wrong the car is cool, but what a useless gimmick😭 how often are you rotating your screen of ever to where it needs to take up space on the wheel or as a quick function button it’s just extra weight and moving parts that are completely unnecessary and an excuse to add $5k to the price",[],"['weight', 'useless gimmick', 'wrong car', 'moving', 'quick']",-0.8316,Negative
1207,V0wtNI-rzSg,Getting mine feb 2026. Cannot wait,Getting mine feb 2026. Cannot wait,[],"['2026', 'getting', 'wait']",0.0,Neutral
1208,V0wtNI-rzSg,How much BYD pay you?,How much BYD pay you?,[],"['pay', 'byd']",-0.1027,Negative
1209,V0wtNI-rzSg,The most interesting thing is the way you pronounce innovative… 🤔🤔,The most interesting thing is the way you pronounce innovative… 🤔🤔,[],"['way pronounce', 'pronounce innovative', 'interesting', 'pronounce', 'way']",0.4576,Positive
1210,V0wtNI-rzSg,Better than a Tesla,Better than a Tesla,['Tesla'],"['better tesla', 'better', 'tesla']",0.4404,Positive
1211,V0wtNI-rzSg,😂 Chinese crap.,😂 Chinese crap.,['Chinese'],"['chinese crap', 'crap', 'chinese']",0.0772,Positive
1212,V0wtNI-rzSg,Thats insanely unnecessary. Just have it on a rotating mount with 2 lock points. Most people will just pick an orientation and then never change it again. Having a motor and a dedicated button on the steering wheel is crazy.,Thats insanely unnecessary. Just have it on a rotating mount with 2 lock points. Most people will just pick an orientation and then never change it again. Having a motor and a dedicated button on the steering wheel is crazy.,[],"['just', 'button steering', 'points', 'pick', 'lock']",0.1531,Positive
1213,V0wtNI-rzSg,"Well, the BYD cars only last four years, so the rotating tablet might last that long.","Well, the BYD cars only last four years, so the rotating tablet might last that long.",['BYD'],"['cars years', 'rotating tablet', 'byd cars', 'long', 'tablet']",0.2732,Positive
1214,V0wtNI-rzSg,"Sold it in the Mexico, can’t believe Mexican are driving this Chinese car and American still afraid this Chinese made car 😂😂😂😂","Sold it in the Mexico, can’t believe Mexican are driving this Chinese car and American still afraid this Chinese made car 😂😂😂😂","['Mexico', 'Mexican', 'Chinese', 'American']","['chinese car', 'afraid', 'chinese', 'mexico', 'believe']",0.891,Positive
1215,V0wtNI-rzSg,This is standard in all Chinese cars,This is standard in all Chinese cars,['Chinese'],"['standard', 'chinese cars', 'cars', 'chinese']",0.0,Neutral
1216,V0wtNI-rzSg,Didnt the fiskar ocean rotate the screen? And was done before?,Didnt the fiskar ocean rotate the screen? And was done before?,[],"['didnt', 'rotate screen', 'fiskar', 'fiskar ocean', 'rotate']",0.0,Neutral
1217,V0wtNI-rzSg,"there are flexible oled screens, full transparent screens..and it is novel to flip the screen -.-","there are flexible oled screens, full transparent screens..and it is novel to flip the screen -.-",[],"['screens', 'flip', 'screen']",0.4939,Positive
1218,V0wtNI-rzSg,Way too much stuff in these cars that can break imagine the speedo screen breaking and the price to fix these things,Way too much stuff in these cars that can break imagine the speedo screen breaking and the price to fix these things,['speedo'],"['imagine', 'fix', 'stuff', 'break', 'things']",0.0,Neutral
1219,V0wtNI-rzSg,To bad the steering wheel is on the wrong side 🦅🦅🦅🦅,To bad the steering wheel is on the wrong side 🦅🦅🦅🦅,[],"['wheel wrong', 'bad', 'steering wheel', 'steering', 'wrong']",-0.765,Negative
1220,V0wtNI-rzSg,"Saw that before, it is not first car to do it","Saw that before, it is not first car to do it",[],"['saw', 'car']",0.0,Neutral
1221,V0wtNI-rzSg,"That novelty soon wears off, had my atto for 18 months and literally the only time I put it into portrait mode is when showing someone it can go into portrait mode, it doesnt work with android auto and the only other time I'd use it would be for navigation, but the BYD native navigation isnt great, I prefer to use Waze via Android auto","That novelty soon wears off, had my atto for 18 months and literally the only time I put it into portrait mode is when showing someone it can go into portrait mode, it doesnt work with android auto and the only other time I'd use it would be for navigation, but the BYD native navigation isnt great, I prefer to use Waze via Android auto","['BYD', 'Android']","['navigation', 'android auto', 'portrait mode', 'android', 'mode']",-0.6642,Negative
1222,V0wtNI-rzSg,Infotainment design is horrible,Infotainment design is horrible,[],"['horrible', 'infotainment', 'design']",-0.5423,Negative
1223,V0wtNI-rzSg,Would have been perfect if the display is telescopic too.,Would have been perfect if the display is telescopic too.,[],"['perfect', 'display']",0.5719,Positive
1224,V0wtNI-rzSg,"Trump, UAW, and GM are so damn afraid of BYD and other Chinese cars that they are literally changing the laws so that you can never own them here in America.","Trump, UAW, and GM are so damn afraid of BYD and other Chinese cars that they are literally changing the laws so that you can never own them here in America.","['Trump', 'UAW', 'BYD', 'Chinese', 'America']","['afraid', 'trump', 'byd chinese', 'damn', 'literally']",-0.541,Negative
1225,V0wtNI-rzSg,"Dude is definitely being paid to say ""to left all the silly stuff behind"" AND ""This is my daily driver"".","Dude is definitely being paid to say ""to left all the silly stuff behind"" AND ""This is my daily driver"".",[],"['paid say', 'daily driver', 'silly stuff', 'dude', 'definitely']",0.4215,Positive
1226,V0wtNI-rzSg,"When you see someone being paid to say he daily drives a non-trophy car, while his entire YouTube content is about chasing and daily-driving unattainable cars like money has never been an issue, with the insufferable Schmee Schmick Schmuck smile. That rotating screen has never been more convincing.","When you see someone being paid to say he daily drives a non-trophy car, while his entire YouTube content is about chasing and daily-driving unattainable cars like money has never been an issue, with the insufferable Schmee Schmick Schmuck smile. That rotating screen has never been more convincing.","['YouTube', 'Schmee Schmick Schmuck']","['daily', 'paid say', 'schmee', 'cars like', 'non']",0.3664,Positive
1227,V0wtNI-rzSg,I hope there's dark theme for that screen and that it's oled,I hope there's dark theme for that screen and that it's oled,[],"['theme', 'dark', 'hope', 'screen']",0.4404,Positive
1228,V0wtNI-rzSg,Chinese shite it'll last a few years at the most then start falling apart if it don't lock you in first and rotisserie your arse like a chicken when it goes up in flames,Chinese shite it'll last a few years at the most then start falling apart if it don't lock you in first and rotisserie your arse like a chicken when it goes up in flames,['Chinese'],"['apart', 'shite', 'lock', 'falling', 'flames']",0.1621,Positive
1229,V0wtNI-rzSg,"Absolutely hate tablet screens that hide the climate controls , please bring back normal knobs 😂","Absolutely hate tablet screens that hide the climate controls , please bring back normal knobs 😂",[],"['hide', 'climate', 'knobs', 'normal', 'controls']",-0.1263,Negative
1230,V0wtNI-rzSg,"Not the first car to do that, mate","Not the first car to do that, mate",[],"['mate', 'car']",0.0,Neutral
1231,V0wtNI-rzSg,"That's amazing.
It's the same thing I do with my phone.",That's amazing. It's the same thing I do with my phone.,[],"['amazing', 'phone', 'thing']",0.5859,Positive
1232,V0wtNI-rzSg,Ino v a tive.  Moron,Ino v a tive. Moron,['Moron'],['tive'],-0.4939,Negative
1233,V0wtNI-rzSg,This britains their country muslimshithole now and their cars from the communist,This britains their country muslimshithole now and their cars from the communist,[],"['country', 'communist', 'cars']",0.0,Neutral
1234,V0wtNI-rzSg,Say innovative again?,Say innovative again?,[],"['say innovative', 'say', 'innovative']",0.4404,Positive
1235,V0wtNI-rzSg,Cheap things no good good thing no cheap.,Cheap things no good good thing no cheap.,[],"['cheap', 'good', 'things', 'thing']",-0.7195,Negative
1236,V0wtNI-rzSg,everybody knows this already.,everybody knows this already.,[],['knows'],0.0,Neutral
1237,V0wtNI-rzSg,"Made by slaves. They work 9am to 9pm, 6 days a week. Enjoy your car .","Made by slaves. They work 9am to 9pm, 6 days a week. Enjoy your car .",[],"['days', 'week', 'enjoy', 'work', 'car']",0.4939,Positive
1238,V0wtNI-rzSg,The other cars in the garage are so sexi!,The other cars in the garage are so sexi!,[],"['garage', 'cars']",0.0,Neutral
1239,V0wtNI-rzSg,We’ll never see one in the us. And dodge painting out garbage 🗑️,We’ll never see one in the us. And dodge painting out garbage 🗑️,[],"['garbage', 'll']",0.0,Neutral
1240,V0wtNI-rzSg,"I hate all these appliances on wheels, but it’s fun watching BYD eat Elon’s lunch","I hate all these appliances on wheels, but it’s fun watching BYD eat Elon’s lunch",['BYD'],"['eat', 'watching', 'elon', 'fun', 'wheels']",0.4767,Positive
1241,V0wtNI-rzSg,Who cares if the screen can rotate 🤦‍♂️😂,Who cares if the screen can rotate 🤦‍♂️😂,[],"['screen rotate', 'cares', 'rotate', 'screen']",0.7096,Positive
1242,V0wtNI-rzSg,"dafuq, doesn't the Fisker Ocean have that as well？And other BYD models have that too","dafuq, doesn't the Fisker Ocean have that as well？And other BYD models have that too","['the Fisker Ocean', 'BYD']","['byd models', 'models', 'doesn', 'fisker ocean', 'ocean']",0.0,Neutral
1243,V0wtNI-rzSg,How much are they paying you to shill this crap shmee?,How much are they paying you to shill this crap shmee?,[],"['shill', 'paying', 'shmee', 'crap']",-0.4588,Negative
1244,V0wtNI-rzSg,Chinese quality and reliability. I wouldn't like to test the air bags in an accident.,Chinese quality and reliability. I wouldn't like to test the air bags in an accident.,['Chinese'],"['air', 'accident', 'reliability', 'wouldn', 'test']",-0.6381,Negative
1245,V0wtNI-rzSg,"This isnt a car. No engine, not a car, it's a chinese laptop","This isnt a car. No engine, not a car, it's a chinese laptop",['chinese'],"['isnt', 'engine', 'car', 'chinese']",0.2235,Positive
1246,V0wtNI-rzSg,Let me know when it's 25000,Let me know when it's 25000,[],"['let', 'know']",0.0,Neutral
1247,V0wtNI-rzSg,We need more screens,We need more screens,[],"['need', 'screens']",0.0,Neutral
1248,V0wtNI-rzSg,In - ov- o - tiv ???😂😂😂,In - ov- o - tiv ???😂😂😂,[],"['ov tiv', 'ov', 'tiv']",0.8496,Positive
1249,V0wtNI-rzSg,"""multiple digital screens"" isn't a plus.","""multiple digital screens"" isn't a plus.",[],"['multiple', 'digital', 'plus', 'isn', 'screens']",0.0,Neutral
1250,V0wtNI-rzSg,I wonder which innovations (or useless gimmicks) from chinese cars actually become adopted as industry standard,I wonder which innovations (or useless gimmicks) from chinese cars actually become adopted as industry standard,['chinese'],"['useless gimmicks', 'gimmicks', 'standard', 'wonder', 'actually']",-0.4215,Negative
1251,V0wtNI-rzSg,"Yeah, just another reason not to ever get one of those ipads. I have enough disposable junk as it is.","Yeah, just another reason not to ever get one of those ipads. I have enough disposable junk as it is.",[],"['yeah', 'junk', 'reason', 'just']",0.296,Positive
1252,V0wtNI-rzSg,"Meh, thought it was something new - just the screen rotating parlour trick that BYD had always put in their cars.","Meh, thought it was something new - just the screen rotating parlour trick that BYD had always put in their cars.","['Meh', 'BYD']","['screen rotating', 'trick', 'byd cars', 'thought', 'new']",-0.128,Negative
1253,V0wtNI-rzSg,Americans are not allowed to have nice things 😢😢😢,Americans are not allowed to have nice things 😢😢😢,['Americans'],"['allowed', 'americans', 'things', 'nice']",-0.7579,Negative
1254,V0wtNI-rzSg,I’m not buying another Tesla until and unless Elon is removed from the board,I’m not buying another Tesla until and unless Elon is removed from the board,['Tesla'],"['buying tesla', 'unless', 'elon', 'removed', 'buying']",0.0,Neutral
1255,V0wtNI-rzSg,Looks like crqp to me,Looks like crqp to me,[],"['looks like', 'looks', 'like']",0.3612,Positive
1256,V0wtNI-rzSg,"That is not the only car than can do that, all BYD cars including the small and cheap Dolphin do this.","That is not the only car than can do that, all BYD cars including the small and cheap Dolphin do this.","['BYD', 'Dolphin']","['cars including', 'car byd', 'including', 'small', 'dolphin']",0.0,Neutral
1257,V0wtNI-rzSg,That a Fisker Ocean trick. They came up with it first.,That a Fisker Ocean trick. They came up with it first.,['Fisker Ocean'],"['came', 'trick', 'fisker ocean', 'ocean', 'fisker']",-0.0516,Negative
1258,V0wtNI-rzSg,More to break,More to break,[],['break'],0.0,Neutral
1259,V0wtNI-rzSg,China paid him??,China paid him??,['China'],"['paid', 'china']",0.0,Neutral
1260,V0wtNI-rzSg,As soon as byd comes to USA I’m ditching my Tesla bc fuck fElon,As soon as byd comes to USA I’m ditching my Tesla bc fuck fElon,['Tesla'],"['fuck', 'soon', 'comes', 'usa', 'tesla']",-0.5423,Negative
1261,V0wtNI-rzSg,Fisker Ocean anyone ? 😂,Fisker Ocean anyone ? 😂,['Fisker Ocean'],"['fisker ocean', 'ocean', 'fisker']",0.4404,Positive
1262,V0wtNI-rzSg,"Thank you, this is beautiful and reminds to appreciate China's work. Some how we must start to feel better about ourselves and other humans in this world.","Thank you, this is beautiful and reminds to appreciate China's work. Some how we must start to feel better about ourselves and other humans in this world.",['China'],"['reminds', 'appreciate', 'feel better', 'beautiful', 'thank']",0.9001,Positive
1263,V0wtNI-rzSg,"That is not a tablet, thats a TV","That is not a tablet, thats a TV",[],"['tv', 'thats', 'tablet']",0.0,Neutral
1264,V0wtNI-rzSg,"The mechanic said i had blown a seal.  I said, ""Fix the damn thing and leave my private life out of it.""","The mechanic said i had blown a seal. I said, ""Fix the damn thing and leave my private life out of it.""",[],"['said', 'private', 'leave', 'damn', 'fix']",-0.4404,Negative
1265,V0wtNI-rzSg,You need to do some research to be a car 🚘 reviewer. Fisker Ocean had the same feature long ago.,You need to do some research to be a car 🚘 reviewer. Fisker Ocean had the same feature long ago.,['Fisker Ocean'],"['reviewer', 'ocean feature', 'research', 'ago', 'long']",0.0,Neutral
1266,V0wtNI-rzSg,"3 things that go into a budget and expensive vehicles, 1. behemoth infotainment screen, 2.leather seats and upholstry and 3. huge sun/moon panoramic sunroof","3 things that go into a budget and expensive vehicles, 1. behemoth infotainment screen, 2.leather seats and upholstry and 3. huge sun/moon panoramic sunroof",['sun/moon'],"['sunroof', 'huge', 'leather', 'infotainment', 'vehicles']",0.3182,Positive
1267,V0wtNI-rzSg,Still prefer a Model Y anyday,Still prefer a Model Y anyday,['Model Y'],"['prefer model', 'prefer', 'model']",0.0,Neutral
1268,V0wtNI-rzSg,More reason too take your eyes off the road whilst driving 😳,More reason too take your eyes off the road whilst driving 😳,[],"['eyes road', 'whilst driving', 'whilst', 'eyes', 'reason']",0.0,Neutral
1269,V0wtNI-rzSg,BYD cars are garbage,BYD cars are garbage,['BYD'],"['byd cars', 'garbage', 'cars', 'byd']",0.0,Neutral
1270,V0wtNI-rzSg,"See it and weep Musk. You reign is over as the Chinese are kicking your ass and now, they are going to tap in the race for space and I think they will surpass you here also.","See it and weep Musk. You reign is over as the Chinese are kicking your ass and now, they are going to tap in the race for space and I think they will surpass you here also.",['Chinese'],"['race', 'ass', 'musk', 'space', 'going']",-0.802,Negative
1271,V0wtNI-rzSg,I wish i could buy this car in the states,I wish i could buy this car in the states,[],"['states', 'buy car', 'wish', 'buy', 'car']",0.4019,Positive
1272,V0wtNI-rzSg,"TESLA brings the display to the car, BYD makes it spin around 🎉,  how creative and genius!  😊","TESLA brings the display to the car, BYD makes it spin around 🎉, how creative and genius! 😊",['BYD'],"['car byd', 'byd makes', 'spin', 'makes', 'display']",0.8977,Positive
1273,V0wtNI-rzSg,What exactly  does the turning screen add to the car? Lots of useless features .,What exactly does the turning screen add to the car? Lots of useless features .,[],"['turning screen', 'exactly', 'add', 'lots', 'turning']",-0.4215,Negative
1274,V0wtNI-rzSg,"Elon makes Trump to ban China so Tesla has no competition , what the hell happened to US which was known for Quality and competition, since when US started acting like 3rd world style corrupt practices , monopolies and nepotism ?","Elon makes Trump to ban China so Tesla has no competition , what the hell happened to US which was known for Quality and competition, since when US started acting like 3rd world style corrupt practices , monopolies and nepotism ?","['China', 'Tesla', 'Quality']","['competition', 'ban', 'trump', 'style', 'started']",-0.8467,Negative
1275,V0wtNI-rzSg,"I've never heard someone pronounce ""innovative"" like that","I've never heard someone pronounce ""innovative"" like that",[],"['heard pronounce', 've heard', 'innovative like', 'pronounce innovative', 'pronounce']",0.6597,Positive
1276,V0wtNI-rzSg,That UI looks attrocious.,That UI looks attrocious.,[],"['ui looks', 'ui', 'looks']",0.0,Neutral
1277,V0wtNI-rzSg,So it looks glued on or it looks glued on.,So it looks glued on or it looks glued on.,[],"['glued', 'looks']",0.0,Neutral
1278,V0wtNI-rzSg,Screen rotation was on the fisker ocean.,Screen rotation was on the fisker ocean.,[],"['screen rotation', 'rotation', 'fisker ocean', 'ocean', 'fisker']",0.0,Neutral
1279,V0wtNI-rzSg,"However it creates a blind spot, so just a gimmick 😂","However it creates a blind spot, so just a gimmick 😂",[],"['spot', 'blind', 'blind spot', 'gimmick', 'just']",0.3182,Positive
1280,V0wtNI-rzSg,Cool feature. But unfortunately it’s a crappy EV not worth looking at,Cool feature. But unfortunately it’s a crappy EV not worth looking at,[],"['cool feature', 'unfortunately', 'crappy', 'worth', 'cool']",-0.8537,Negative
1281,V0wtNI-rzSg,Why is their software ui/UX design so lame compared to other Chinese companies?,Why is their software ui/UX design so lame compared to other Chinese companies?,['Chinese'],"['lame', 'chinese companies', 'compared', 'ui', 'companies']",-0.5598,Negative
1282,V0wtNI-rzSg,"Just dont hot a pothole. Dont have a fender bender and dont look at the suspension and running gear components made out of cheap chinese alloys.. Don't worry about the cheap af paintjob, the non-existent rustproofing or airbags that fail to deploy..
And dont worry about your money going directly into ccp coffers, so they can continue to oppress, subjugate and depress over a billion people..
Shills for the ccp are the lowest form of life on the planet. They literally make money from the misery of countless locals being told to eat bitter.. If this was the 30's these scum would be taking money of hitler and stalin","Just dont hot a pothole. Dont have a fender bender and dont look at the suspension and running gear components made out of cheap chinese alloys.. Don't worry about the cheap af paintjob, the non-existent rustproofing or airbags that fail to deploy.. And dont worry about your money going directly into ccp coffers, so they can continue to oppress, subjugate and depress over a billion people.. Shills for the ccp are the lowest form of life on the planet. They literally make money from the misery of countless locals being told to eat bitter.. If this was the 30's these scum would be taking money of hitler and stalin","['chinese', 'ccp']","['dont', 'money', 'ccp', 'cheap', 'billion']",-0.8998,Negative
1283,V0wtNI-rzSg,Innovative!? I call this lack of any kind of design. In other words - shit.,Innovative!? I call this lack of any kind of design. In other words - shit.,[],"['words', 'lack', 'kind', 'design', 'shit']",-0.5599,Negative
1284,V0wtNI-rzSg,So where's the button to hide that screen completely? Because THAT would be luxury,So where's the button to hide that screen completely? Because THAT would be luxury,[],"['hide', 'luxury', 'completely', 'button', 'screen']",-0.1779,Negative
1285,V0wtNI-rzSg,My Nokia 3110 have more resolution than that screen.,My Nokia 3110 have more resolution than that screen.,[],['screen'],0.0,Neutral
