serial_no,video_id,text,clean_text,entities,keywords,sentiment_score,sentiment
2292,iueGI4CzP-0,"6:00 LED led strip but no screen with normal dials and no head up display. 
Tesla got their priorities wrong.",6:00 LED led strip but no screen with normal dials and no head up display. Tesla got their priorities wrong.,[],"['led', 'dials', 'tesla got', 'led strip', 'head display']",-0.8674,Negative
2293,iueGI4CzP-0,While they are making strides. The main issues still stand. The camera vision only approach in the north does not work well. Cameras get covered due to salt from the roads. Which then hinders the safety features. And let’s talk about the fact there is still camera blind spots. (Front bumper for example). You should test these things.,While they are making strides. The main issues still stand. The camera vision only approach in the north does not work well. Cameras get covered due to salt from the roads. Which then hinders the safety features. And let’s talk about the fact there is still camera blind spots. (Front bumper for example). You should test these things.,[],"['camera', 'salt', 'approach', 'spots', 'does work']",0.0736,Positive
2294,iueGI4CzP-0,Love this review,Love this review,[],"['love review', 'review', 'love']",0.6369,Positive
2295,iueGI4CzP-0,"Removing the ultrasonic parking sensors is still a deal breaker for me, there's tons of videos showing the camera based parking assist isn't accurate and can't be relied on. More of an issue for us in Europe where the parking spaces tend to be smaller than in the US. Other than that (and possibly the omission of a heads up display or screen behind the steering wheel) I'd be getting one of these.","Removing the ultrasonic parking sensors is still a deal breaker for me, there's tons of videos showing the camera based parking assist isn't accurate and can't be relied on. More of an issue for us in Europe where the parking spaces tend to be smaller than in the US. Other than that (and possibly the omission of a heads up display or screen behind the steering wheel) I'd be getting one of these.",['Europe'],"['parking', 'tend', 'display screen', 'parking spaces', 'omission']",0.0,Neutral
2296,iueGI4CzP-0,I couldn’t set myself to buy a Tesla ‘just’ because of Elon Musk’s behaviour.,I couldn’t set myself to buy a Tesla ‘just’ because of Elon Musk’s behaviour.,"['Tesla', 'Elon Musk’s']","['tesla just', 'couldn', 'elon musk', 'set', 'buy tesla']",0.0,Neutral
2297,iueGI4CzP-0,It's like they really wanted the rear to resemble the Voltic from GTA V.,It's like they really wanted the rear to resemble the Voltic from GTA V.,"['Voltic', 'GTA V.']","['like really', 'wanted', 'rear', 'really', 'like']",0.3612,Positive
2298,iueGI4CzP-0,"Test drove a M3 three years ago. HORRIBLE suspension!!
Good to see they upgraded a huge sore thumb…",Test drove a M3 three years ago. HORRIBLE suspension!! Good to see they upgraded a huge sore thumb…,[],"['thumb', 'upgraded', 'years ago', 'horrible', 'test drove']",-0.4796,Negative
2299,iueGI4CzP-0,"Calling the Model 3 a ""starter EV"" might be the most american thing I've ever seen.","Calling the Model 3 a ""starter EV"" might be the most american thing I've ever seen.","['the Model 3', 'american']","['model starter', 'thing ve', 'calling', 'american', 've seen']",0.0,Neutral
2300,iueGI4CzP-0,Thought the tail lights were not supposed to be on a moving part of the car like the trunk???,Thought the tail lights were not supposed to be on a moving part of the car like the trunk???,[],"['moving car', 'thought tail', 'car like', 'supposed', 'moving']",0.466,Positive
2301,iueGI4CzP-0,Soooooo much better looking.,Soooooo much better looking.,['Soooooo'],"['soooooo', 'better looking', 'looking', 'better']",0.4404,Positive
2302,iueGI4CzP-0,"Damn, the S24 Ultra video looking mighty fine! 
(Assuming this was recorded on S24 Ultra as you mentioned on the Waveform Podcast)","Damn, the S24 Ultra video looking mighty fine! (Assuming this was recorded on S24 Ultra as you mentioned on the Waveform Podcast)",['S24 Ultra'],"['s24 ultra', 's24', 'ultra', 'assuming', 'ultra video']",-0.2942,Negative
2303,iueGI4CzP-0,WHY IS THE RIGHT BLINKER ON THE LEFT?!,WHY IS THE RIGHT BLINKER ON THE LEFT?!,['LEFT'],"['blinker left', 'right blinker', 'blinker', 'left', 'right']",0.0,Neutral
2304,iueGI4CzP-0,Starter EV with a premium price I guess 😂,Starter EV with a premium price I guess 😂,[],"['premium price', 'guess', 'premium', 'starter ev', 'starter']",0.4404,Positive
2305,iueGI4CzP-0,"Seems like the car many people need. Good looking, reasonably priced, comfortable and practical for 95% of commuting and more than enough range for regular day to day driving.","Seems like the car many people need. Good looking, reasonably priced, comfortable and practical for 95% of commuting and more than enough range for regular day to day driving.",[],"['day', 'car people', 'reasonably priced', 'reasonably', 'people need']",0.8271,Positive
2306,iueGI4CzP-0,Model y update please!,Model y update please!,[],"['model update', 'update', 'model']",0.3802,Positive
2307,iueGI4CzP-0,Worst looking than the previous version ,Worst looking than the previous version,[],"['looking previous', 'previous version', 'worst', 'previous', 'version']",-0.6249,Negative
2308,iueGI4CzP-0,"""I can actually see raindrops much more high fidelity when I'm driving this car"" - MKBHD says unsarcastically 😂","""I can actually see raindrops much more high fidelity when I'm driving this car"" - MKBHD says unsarcastically 😂",[],"['high fidelity', 'fidelity', 'driving car', 'says', 'high']",0.4404,Positive
2309,iueGI4CzP-0,Which phone are you using this time? It seems very slow to adjust to the environment.,Which phone are you using this time? It seems very slow to adjust to the environment.,[],"['phone using', 'environment', 'slow', 'adjust', 'phone']",0.0,Neutral
2310,iueGI4CzP-0,Notice how he didn't talk about the sensors built into the car... did Elon ever roll back those stupid changes or is it still camera only for FSD?,Notice how he didn't talk about the sensors built into the car... did Elon ever roll back those stupid changes or is it still camera only for FSD?,['FSD'],"['car did', 'didn talk', 'did elon', 'roll', 'notice']",-0.5267,Negative
2311,iueGI4CzP-0,"Just sold our 2021 LR. Shocking loss of value. Poorly built, rattles more than a fiat. Distance isn't great in winter. When Tesla goes down, you can't access car. Always updates due to bugs...Gone back to BMW.","Just sold our 2021 LR. Shocking loss of value. Poorly built, rattles more than a fiat. Distance isn't great in winter. When Tesla goes down, you can't access car. Always updates due to bugs...Gone back to BMW.",['BMW'],"['isn great', 'rattles', 'poorly', 'bugs', 'loss']",-0.709,Negative
2312,iueGI4CzP-0,Waiting for the refreshed Model Y 😈,Waiting for the refreshed Model Y 😈,['Model Y 😈'],"['refreshed model', 'refreshed', 'waiting', 'model']",0.4588,Positive
2313,iueGI4CzP-0,"Still looks ""cheap American"" Build...  still boring ""Design"".","Still looks ""cheap American"" Build... still boring ""Design"".",['American'],"['looks cheap', 'american', 'boring', 'cheap', 'build']",-0.3182,Negative
2314,iueGI4CzP-0,"I'm looking forward for the 2024 update of the Model Y. But these updates really shows to me, that Tesla is listening to it's costumers. That is great!","I'm looking forward for the 2024 update of the Model Y. But these updates really shows to me, that Tesla is listening to it's costumers. That is great!","['the Model Y.', 'Tesla']","['shows tesla', 'update model', 'listening', 'shows', 'updates']",0.7871,Positive
2315,iueGI4CzP-0,This is the first time I see a video from you that you don't have any bad comment,This is the first time I see a video from you that you don't have any bad comment,[],"['time video', 'comment', 'bad', 'time', 'don']",0.431,Positive
2316,iueGI4CzP-0,Apparently doesn’t take much to impress this guy!,Apparently doesn’t take much to impress this guy!,[],"['apparently', 'impress', 'guy', 'doesn']",0.4926,Positive
2317,iueGI4CzP-0,"Better 🤩

And yet it still looks like crap. And the interior is still generic faceless drab pos 💩",Better 🤩 And yet it still looks like crap. And the interior is still generic faceless drab pos 💩,[],"['better looks', 'pos', 'generic', 'crap', 'looks like']",0.4215,Positive
2318,iueGI4CzP-0,The front of that thing looks like a Dodge Dart. The design choices of these so called Tesla's is pretty pathetic to say the least.,The front of that thing looks like a Dodge Dart. The design choices of these so called Tesla's is pretty pathetic to say the least.,"['Dodge', 'Tesla']","['pathetic', 'dodge', 'thing looks', 'choices', 'called']",0.25,Positive
2319,iueGI4CzP-0,"Tech is great, outside desing is good... But I hate Tesla's interiors so very much, that I just can't buy it. I want Electric car of this sorts, I can afford it, but the interior is a deal breaker unfortunatelly.","Tech is great, outside desing is good... But I hate Tesla's interiors so very much, that I just can't buy it. I want Electric car of this sorts, I can afford it, but the interior is a deal breaker unfortunatelly.",['Tesla'],"['just buy', 'tesla interiors', 'interiors', 'hate tesla', 'outside']",-0.2732,Negative
2320,iueGI4CzP-0,Will tesla ever produce a good looking car?,Will tesla ever produce a good looking car?,[],"['produce', 'good looking', 'looking car', 'looking', 'good']",0.4404,Positive
2321,iueGI4CzP-0,"Don't get me wrong, but putting the P R N D controls on the indoor light unit has to be the most unintuitive things I have seen.","Don't get me wrong, but putting the P R N D controls on the indoor light unit has to be the most unintuitive things I have seen.",[],"['don wrong', 'unintuitive', 'unit', 'putting', 'wrong']",0.1967,Positive
2322,iueGI4CzP-0,Amazing car and looks gorgeous too.,Amazing car and looks gorgeous too.,[],"['amazing car', 'gorgeous', 'car looks', 'amazing', 'looks']",0.8316,Positive
2323,iueGI4CzP-0,"Title of video states "" The Perfect Starter EV"". What does that mean? Does it mean if you can't afford a 90k Model S, then this is a ""Starter EV"" for the less well off? Or, start of with this until you can afford something more expensive? For me 50K is already a LOT of money and wouldn't call it a Starter EV. Perhaps I am over analyzing : )","Title of video states "" The Perfect Starter EV"". What does that mean? Does it mean if you can't afford a 90k Model S, then this is a ""Starter EV"" for the less well off? Or, start of with this until you can afford something more expensive? For me 50K is already a LOT of money and wouldn't call it a Starter EV. Perhaps I am over analyzing : )","['Model S', 'LOT']","['starter ev', 'does mean', 'starter', 'mean', 'ev']",0.7225,Positive
2324,iueGI4CzP-0,"Is it true what Elon said, press the accelerator, it goes automatically in D, press the break, it goes automatically in reverse?","Is it true what Elon said, press the accelerator, it goes automatically in D, press the break, it goes automatically in reverse?",['Elon'],"['automatically', 'press', 'goes', 'elon said', 'accelerator']",0.4215,Positive
2325,iueGI4CzP-0,"Marques, i think with you influence, you should showcase the FSD v12 when you get to test fhat out. Many people think its bullshit & i think with your platform many will get their eyes opened & finally stop trash talking tesla FSD 😂","Marques, i think with you influence, you should showcase the FSD v12 when you get to test fhat out. Many people think its bullshit & i think with your platform many will get their eyes opened & finally stop trash talking tesla FSD 😂",['FSD'],"['think', 'fsd', 'tesla fsd', 'influence', 'v12']",-0.4767,Negative
2326,iueGI4CzP-0,Looks enven more Chinese now! Need to refresh the whole design team. 5.5 out of 10.,Looks enven more Chinese now! Need to refresh the whole design team. 5.5 out of 10.,['Chinese'],"['design team', 'team', 'chinese', '10', 'refresh']",0.0,Neutral
2327,iueGI4CzP-0,"I'm not a fan of EV, but if I was to buy one, it would be this car.","I'm not a fan of EV, but if I was to buy one, it would be this car.",[],"['ev buy', 'buy car', 'fan', 'buy', 'ev']",-0.1232,Negative
2328,iueGI4CzP-0,Ain’t no way his license plate says DEI on accident,Ain’t no way his license plate says DEI on accident,['DEI'],"['says dei', 'ain', 'accident', 'license plate', 'license']",-0.6486,Negative
2329,iueGI4CzP-0,It’s not a flagship 😂,It’s not a flagship 😂,[],['flagship'],0.3826,Positive
2330,iueGI4CzP-0,"Yes, this is the car I've been waiting for to switch to EV. Will get one this year","Yes, this is the car I've been waiting for to switch to EV. Will get one this year",[],"['ve waiting', 'car ve', 'switch', 'yes', 'waiting']",0.4019,Positive
2331,iueGI4CzP-0,The Macbook Air of cars,The Macbook Air of cars,['The Macbook Air of'],"['air', 'cars']",0.0,Neutral
2332,iueGI4CzP-0,Are you going to review the BMW i5?,Are you going to review the BMW i5?,['BMW'],"['bmw', 'going', 'review']",0.0,Neutral
2333,iueGI4CzP-0,The removal of the stalks is a dealbreaker for me.  I'll keep my 2021 TM3,The removal of the stalks is a dealbreaker for me. I'll keep my 2021 TM3,[],"['tm3', 'removal stalks', 'stalks dealbreaker', 'removal', 'dealbreaker']",0.0,Neutral
2334,iueGI4CzP-0,"""DEI"" I see what you did there with the number :))","""DEI"" I see what you did there with the number :))",['DEI'],"['number', 'dei', 'did']",0.0772,Positive
2335,iueGI4CzP-0,"Thx for the conversion to the normal units, appreciate that 🙏🏾","Thx for the conversion to the normal units, appreciate that 🙏🏾",[],"['conversion', 'thx', 'units', 'appreciate', 'normal']",0.6369,Positive
2336,iueGI4CzP-0,Can't wait for the refreshed model Y.,Can't wait for the refreshed model Y.,[],"['wait refreshed', 'refreshed model', 'refreshed', 'wait', 'model']",0.0,Neutral
2337,iueGI4CzP-0,Rest of world kiss our ass,Rest of world kiss our ass,[],"['kiss', 'rest', 'ass', 'world']",-0.1779,Negative
2338,iueGI4CzP-0,Fixed headrest again?,Fixed headrest again?,[],['fixed'],0.0,Neutral
2339,iueGI4CzP-0,"I do like Teslas, their design and their capabilities. But what about maintenance and long-term owning costs, repair jobs, etc? As a car enthusiast and ""do-it-myself"" kind of guy. I would not dare to touch anything on this car because it's full of technology I would never understand unless I was a computer scientist. And that is unfortunately running theme among all of the new vehicles nowadays. I have still a Volvo v70 estate from the '90s. I love that car just because it is easy to understand and repairable with relatively basic tools. I hate the fact that cars are built to be redundant in 10 years cause that is the only way companies can stay afloat and keep selling new cars. 
Yes, the technology used today is unbelievable compared to what we have had before. But all electronic devices have shorter lifespans, than mechanical ones.  
In the long term, this is like comparing single-use plastics with metal cutlery. Which is more sustainable?","I do like Teslas, their design and their capabilities. But what about maintenance and long-term owning costs, repair jobs, etc? As a car enthusiast and ""do-it-myself"" kind of guy. I would not dare to touch anything on this car because it's full of technology I would never understand unless I was a computer scientist. And that is unfortunately running theme among all of the new vehicles nowadays. I have still a Volvo v70 estate from the '90s. I love that car just because it is easy to understand and repairable with relatively basic tools. I hate the fact that cars are built to be redundant in 10 years cause that is the only way companies can stay afloat and keep selling new cars. Yes, the technology used today is unbelievable compared to what we have had before. But all electronic devices have shorter lifespans, than mechanical ones. In the long term, this is like comparing single-use plastics with metal cutlery. Which is more sustainable?","['Teslas', 'Volvo']","['long term', 'term', 'technology', 'understand', 'long']",0.9419,Positive
2340,iueGI4CzP-0,now is the perfect time to drum up some chaotic drama with a 20k model that also needs a whole new fab and process,now is the perfect time to drum up some chaotic drama with a 20k model that also needs a whole new fab and process,[],"['process', '20k', 'needs', 'perfect', 'time']",0.5423,Positive
2341,iueGI4CzP-0,"I saw this coming, I knew Marques couldn't stay without a Tesla 😂","I saw this coming, I knew Marques couldn't stay without a Tesla 😂",['Tesla'],"['knew', 'stay', 'couldn', 'saw', 'coming']",0.4404,Positive
2342,iueGI4CzP-0,OKAY WHAT IS THIS CAMERA💀‼️....THE BLACKS ARE TOTALLY OFF.....The camera might trying to make it cinematic in a way BUT AT WHAT COST😭😭.....the blacks are too blacks (no offence)...and the dynamic range is meh.,OKAY WHAT IS THIS CAMERA💀‼️....THE BLACKS ARE TOTALLY OFF.....The camera might trying to make it cinematic in a way BUT AT WHAT COST😭😭.....the blacks are too blacks (no offence)...and the dynamic range is meh.,[],"['camera', 'trying make', 'cinematic', 'dynamic range', 'dynamic']",-0.674,Negative
2343,iueGI4CzP-0,"You couldn't give me one, let alone me buy one. FIL had nothing but problems, such as a software update preventing him from charging for nearly a whole month, a windscreen replacement taking nearly 10 months, and more. The build quality is definitely better than it used to be, but it's the Wild West once you take delivery of the car. No thanks.","You couldn't give me one, let alone me buy one. FIL had nothing but problems, such as a software update preventing him from charging for nearly a whole month, a windscreen replacement taking nearly 10 months, and more. The build quality is definitely better than it used to be, but it's the Wild West once you take delivery of the car. No thanks.","['FIL', 'Wild West']","['nearly', 'windscreen', 'car thanks', 'definitely better', 'replacement']",0.7599,Positive
2344,iueGI4CzP-0,It looks like a Mazda,It looks like a Mazda,['Mazda'],"['like mazda', 'mazda', 'looks like', 'looks', 'like']",0.3612,Positive
2345,iueGI4CzP-0,And the price is unbeteatable,And the price is unbeteatable,[],['price'],0.0,Neutral
2346,iueGI4CzP-0,"Tesla makes the best EV based on price, range, supercharger network and quality. Yes, the quality is superb.","Tesla makes the best EV based on price, range, supercharger network and quality. Yes, the quality is superb.",['Tesla'],"['quality', 'tesla makes', 'supercharger network', 'superb', 'best ev']",0.9001,Positive
2347,iueGI4CzP-0,Yea i love to see car i cant afford even after i work 60 a week. Fuck me,Yea i love to see car i cant afford even after i work 60 a week. Fuck me,[],"['yea', 'love car', 'fuck', 'week', 'afford']",0.1779,Positive
2348,iueGI4CzP-0,Why do they not put some noise cancelling feature into the speakers? Seems like it would be so easy,Why do they not put some noise cancelling feature into the speakers? Seems like it would be so easy,[],"['speakers', 'noise', 'easy', 'feature', 'like']",0.6642,Positive
2349,iueGI4CzP-0,Shot on ??,Shot on ??,[],['shot'],0.0,Neutral
2350,iueGI4CzP-0,"What sucks is we bought ours in 2022, then the price dropped and the new  model came out. So now I cannot trade my old version in for the new version because the price drop has dropped the value of my car too low to affordably do it","What sucks is we bought ours in 2022, then the price dropped and the new model came out. So now I cannot trade my old version in for the new version because the price drop has dropped the value of my car too low to affordably do it",[],"['dropped', 'version', 'price', 'old version', 'value car']",-0.5106,Negative
2351,iueGI4CzP-0,now only if I could get a tax credit on it so I can afford it lol,now only if I could get a tax credit on it so I can afford it lol,[],"['afford', 'tax credit', 'credit', 'tax', 'lol']",0.6597,Positive
2352,iueGI4CzP-0,"Tesla is the world leader when it comes to electronics, control systems, etc. on EV cars

here are the established car companies 10 years behind and trying to catch Tesla

Tesla is 10 years behind the established car companies when it comes to how to build a car if we ignore the electronics

and looks at the bodywork as rust protection, that the car can be used in very different climates, here Tesla has a lot to learn from the establishing car companies

But Tesla is in a much better position than the established car companies when it comes to EV cars if Tesla only can improve the quality of their cars this should be much easier than developing FSD, etc but a very important part if Tesla is to succeed

it doesn't work in the long run to build cars that don't have any rust protection, modell y and 3 don't work in winter climates, etc

Last week, the Norwegian Tesla Club's partner Funderud Antirust AS released a video where they carefully went through a one-year-old Tesla Model Y.
Last week, the Norwegian Tesla Club's partner Funderud Antirust AS released a video where they carefully went through a one-year-old Tesla Model Y.
Förra veckan släppte norska Teslaklubbens partner Funderud Antirust AS en video där de noggrant gick igenom en ettårig Tesla Model Y.
Last week, the Norwegian Tesla Club's partner Funderud Antirust AS released a video in which they carefully went through a one-year-old Tesla Model Y.
Förra veckan släppte den norska Teslaklubbens partner Funderud Antirust AS en video där de noggrant gick igenom en ettårig Tesla Model Y.


The car had already been attacked by rust after one winter. This is due to a total lack of rust protection, mixed materials and a far too thin layer of paint.

Now the Danish FDM, the equivalent of the Motormen in Sweden, has gone through the warranty regulations for the most common car brands, where, among other things, rust protection and warranty are one of the parameters.

In the report, which was presented in March 2023, FDM notes that Tesla's warranty is deficient in some respects.

On the one hand, it does not cover all the mechanics connected to the electric drive, which FDM considers to be a consumer requirement. The charging cable, the high current connector and the batteries do not have full warranty coverage.

However, it is the rust protection guarantee that is the worst.

It does not cover paint damage or rust damage, which does not come from the inside.

The warranty terms state: “The Limited Lifetime Body Repair Warranty covers repairs resulting from pitting and deterioration of body parts, but excludes damage caused by rust”.

Just rust through
We Car owners have also noted Tesla's flawed rust protection warranty, which only applies to rusting through, and asked rust protection specialist Thomas Widström about what rusting through means:

“It is extremely rare. It is basically completely impossible for a car owner to prove where the rust has come from,"" says Thomas Widström.

For those of you who are thinking of giving your Tesla your own good rust protection, however, also have to think twice. This is what it says in the rust protection guarantee:

""Corrosion and paint defects caused due to or as a result of accidents, paint treatment, abuse, negligence, improper maintenance or operation of the vehicle, installation of an accessory, exposure to chemical substances.""
The warranty expires
If you treat the undercarriage of your Tesla yourself, it counts as ""exposure to chemical substances"" and the rust protection then ceases to apply.

This is where Tesla differs from the crowd.

Most other car brands accept that the car owner himself supplements with paint and anti-rust treatments. But in Tesla's case, the warranty then ceases to apply.

Norwegian rust company Funderud Antirust took apart a Model Y to examine the car. According to the film, the rust protection of the best-selling electric car has major flaws, despite a 12-year rust protection guarantee against rusting through. Among other things, exposed areas are not covered by inner screens, the chassis is not galvanized and there is no undercarriage treatment at all. The paintwork is also considerably thinner than on most other cars. Where steel and aluminum meet, galvanic corrosion can also occur.
- We see that there is no PVC wear coating in either the spring tower or the chassis. And we notice the sheet metal joints here. There is no seal in the joints of the plate, which means that salt and water can seep in between.","Tesla is the world leader when it comes to electronics, control systems, etc. on EV cars here are the established car companies 10 years behind and trying to catch Tesla Tesla is 10 years behind the established car companies when it comes to how to build a car if we ignore the electronics and looks at the bodywork as rust protection, that the car can be used in very different climates, here Tesla has a lot to learn from the establishing car companies But Tesla is in a much better position than the established car companies when it comes to EV cars if Tesla only can improve the quality of their cars this should be much easier than developing FSD, etc but a very important part if Tesla is to succeed it doesn't work in the long run to build cars that don't have any rust protection, modell y and 3 don't work in winter climates, etc Last week, the Norwegian Tesla Club's partner Funderud Antirust AS released a video where they carefully went through a one-year-old Tesla Model Y. Last week, the Norwegian Tesla Club's partner Funderud Antirust AS released a video where they carefully went through a one-year-old Tesla Model Y. Förra veckan släppte norska Teslaklubbens partner Funderud Antirust AS en video där de noggrant gick igenom en ettårig Tesla Model Y. Last week, the Norwegian Tesla Club's partner Funderud Antirust AS released a video in which they carefully went through a one-year-old Tesla Model Y. Förra veckan släppte den norska Teslaklubbens partner Funderud Antirust AS en video där de noggrant gick igenom en ettårig Tesla Model Y. The car had already been attacked by rust after one winter. This is due to a total lack of rust protection, mixed materials and a far too thin layer of paint. Now the Danish FDM, the equivalent of the Motormen in Sweden, has gone through the warranty regulations for the most common car brands, where, among other things, rust protection and warranty are one of the parameters. In the report, which was presented in March 2023, FDM notes that Tesla's warranty is deficient in some respects. On the one hand, it does not cover all the mechanics connected to the electric drive, which FDM considers to be a consumer requirement. The charging cable, the high current connector and the batteries do not have full warranty coverage. However, it is the rust protection guarantee that is the worst. It does not cover paint damage or rust damage, which does not come from the inside. The warranty terms state: “The Limited Lifetime Body Repair Warranty covers repairs resulting from pitting and deterioration of body parts, but excludes damage caused by rust”. Just rust through We Car owners have also noted Tesla's flawed rust protection warranty, which only applies to rusting through, and asked rust protection specialist Thomas Widström about what rusting through means: “It is extremely rare. It is basically completely impossible for a car owner to prove where the rust has come from,"" says Thomas Widström. For those of you who are thinking of giving your Tesla your own good rust protection, however, also have to think twice. This is what it says in the rust protection guarantee: ""Corrosion and paint defects caused due to or as a result of accidents, paint treatment, abuse, negligence, improper maintenance or operation of the vehicle, installation of an accessory, exposure to chemical substances."" The warranty expires If you treat the undercarriage of your Tesla yourself, it counts as ""exposure to chemical substances"" and the rust protection then ceases to apply. This is where Tesla differs from the crowd. Most other car brands accept that the car owner himself supplements with paint and anti-rust treatments. But in Tesla's case, the warranty then ceases to apply. Norwegian rust company Funderud Antirust took apart a Model Y to examine the car. According to the film, the rust protection of the best-selling electric car has major flaws, despite a 12-year rust protection guarantee against rusting through. Among other things, exposed areas are not covered by inner screens, the chassis is not galvanized and there is no undercarriage treatment at all. The paintwork is also considerably thinner than on most other cars. Where steel and aluminum meet, galvanic corrosion can also occur. - We see that there is no PVC wear coating in either the spring tower or the chassis. And we notice the sheet metal joints here. There is no seal in the joints of the plate, which means that salt and water can seep in between.","['Tesla', 'Tesla Tesla', 'FSD', ""the Norwegian Tesla Club's"", 'Funderud Antirust AS', 'Tesla Model Y. Last', 'Tesla Model Y. Förra', 'norska Teslaklubbens', 'Funderud Antirust', 'gick igenom', 'Tesla Model Y.', 'Teslaklubbens', 'the Danish FDM', 'Motormen', 'Sweden', 'FDM', 'Thomas Widström', 'Norwegian', 'Model Y']","['protection', 'warranty', 'tesla', 'partner', 'car']",0.1635,Positive
2353,iueGI4CzP-0,What type of warranty do you get on the battery,What type of warranty do you get on the battery,[],"['warranty', 'type', 'battery']",0.0,Neutral
2354,iueGI4CzP-0,Wanted to purchase one but didn’t qualify for tax credit,Wanted to purchase one but didn’t qualify for tax credit,[],"['qualify', 'purchase', 'wanted', 'tax credit', 'didn']",0.5267,Positive
2355,iueGI4CzP-0,I'm sold 🎉,I'm sold 🎉,[],['sold'],0.4019,Positive
2356,iueGI4CzP-0,Quick question: which phone you're using to film this?,Quick question: which phone you're using to film this?,[],"['phone using', 'film', 'question', 'quick', 'phone']",0.0,Neutral
2357,iueGI4CzP-0,11:08 that panel between the left passenger and rear quarter panel tho....,11:08 that panel between the left passenger and rear quarter panel tho....,[],"['panel', '08', 'quarter', '11', 'tho']",0.0,Neutral
2358,iueGI4CzP-0,this is the long range. i have the propulsion rwd and i gotta tell you the range is not great. very disappointed. they advertise in France a range of 513km wltp. i should at least get 400km real range...(the car estimate 437km of range at 100% on the screen) in reality i barely get 300km. BARELY. and i'm not driving insanely or whatever. 1% of the battery gives 3km of range litterally. i don't think my car has an issue on the battery side otherwise i'd get a warning or alert or something am i right folks ?,this is the long range. i have the propulsion rwd and i gotta tell you the range is not great. very disappointed. they advertise in France a range of 513km wltp. i should at least get 400km real range...(the car estimate 437km of range at 100% on the screen) in reality i barely get 300km. BARELY. and i'm not driving insanely or whatever. 1% of the battery gives 3km of range litterally. i don't think my car has an issue on the battery side otherwise i'd get a warning or alert or something am i right folks ?,"['France', 'BARELY']","['range', 'barely', 'battery', 'real range', 'range 100']",-0.1836,Negative
2359,iueGI4CzP-0,How many people have lost 50k on these cars now?  More than tesla can satisfy is the answer. Bad press for even this tesla fanboy.,How many people have lost 50k on these cars now? More than tesla can satisfy is the answer. Bad press for even this tesla fanboy.,[],"['tesla fanboy', 'answer', 'cars tesla', 'fanboy', 'lost']",-0.4215,Negative
2360,iueGI4CzP-0,"No stalks is a killer for Europe with it´s roundabouts. This time hardware reduction goes too far at the wrong place. I am sure, most buyers would gladly give away the rear display for at least left stalks coming back again. There is ""tactile memory"" which lets you do things completely automatic, without thinking about how to do it. This is completely impossible with touchscreens or knobs that change their position. So ergonomics really got worse in this case.","No stalks is a killer for Europe with it´s roundabouts. This time hardware reduction goes too far at the wrong place. I am sure, most buyers would gladly give away the rear display for at least left stalks coming back again. There is ""tactile memory"" which lets you do things completely automatic, without thinking about how to do it. This is completely impossible with touchscreens or knobs that change their position. So ergonomics really got worse in this case.",['Europe'],"['completely', 'stalks', 'europe roundabouts', 'reduction', 'ergonomics']",-0.8408,Negative
2361,iueGI4CzP-0,I think it is much better looking than previous model 3. I am looking forward to a new facelift for model Y and also a bit softer suspension.,I think it is much better looking than previous model 3. I am looking forward to a new facelift for model Y and also a bit softer suspension.,[],"['looking', 'model bit', 'looking previous', 'think better', 'softer suspension']",0.4404,Positive
2362,iueGI4CzP-0,"The 'average' petrol head looks at a new Telsa and has to resist a terrible urge to key it, but the reality is, too few have the balls to do it. 🤔😂","The 'average' petrol head looks at a new Telsa and has to resist a terrible urge to key it, but the reality is, too few have the balls to do it. 🤔😂",[],"['urge', 'reality', 'balls', 'telsa', 'petrol']",0.4215,Positive
2363,iueGI4CzP-0,"I agree in regards to suspension, my model Y feels stiff. Not like crazy stiff, but coming from a golf R I was expecting a crazy difference, but it wasn't.

It's not bad by any means, it's just not what I was expecting","I agree in regards to suspension, my model Y feels stiff. Not like crazy stiff, but coming from a golf R I was expecting a crazy difference, but it wasn't. It's not bad by any means, it's just not what I was expecting",[],"['expecting', 'crazy', 'regards', 'model feels', 'like crazy']",-0.6641,Negative
2364,iueGI4CzP-0,Such a Jew,Such a Jew,['Jew'],[],0.0,Neutral
2365,iueGI4CzP-0,"I pass on all electric cars, sorry.","I pass on all electric cars, sorry.",[],"['electric cars', 'pass', 'sorry', 'electric', 'cars']",-0.0772,Negative
2366,iueGI4CzP-0,"I think you should stick to the phone cameras, they adjust exposure better and faster in these vlogging situations.","I think you should stick to the phone cameras, they adjust exposure better and faster in these vlogging situations.",[],"['phone cameras', 'situations', 'exposure', 'adjust', 'cameras']",0.4404,Positive
2367,iueGI4CzP-0,This might be as good as it gets,This might be as good as it gets,[],"['gets', 'good']",0.4404,Positive
2368,iueGI4CzP-0,The camera quality is different for sm reason,The camera quality is different for sm reason,[],"['camera quality', 'reason', 'different', 'camera', 'quality']",0.0,Neutral
2369,iueGI4CzP-0,Appreciate the conversation to km,Appreciate the conversation to km,[],"['conversation', 'km', 'appreciate']",0.4019,Positive
2370,iueGI4CzP-0,Was this recorded from an Android?,Was this recorded from an Android?,['Android'],"['android', 'recorded']",0.0,Neutral
2371,iueGI4CzP-0,"Gonna be honest, the phone recording this has made me more aware of it vs other videos.","Gonna be honest, the phone recording this has made me more aware of it vs other videos.",[],"['gonna honest', 'aware', 'recording', 'honest', 'vs']",0.5106,Positive
